Employee_ID,Full_Name,Age,Date_of_Birth,Gender,Email,Phone,Department,Job_Role,Join_Date,Salary,Employment_Status,Manager_ID,PAN_Number,Contract_Expiry
EMP0361,Employee_361,56,1968-06-13,Other,emp361@company.com,9829949181,Engineering,Tech Lead,2021-02-04,86879.0,Active,EMP0047,ABCDE3193F,
EMP0362,Employee_362,12,,Female,,,,Marketing Executive,2019-06-14,,Active,EMP0011,ABCDE3395F,
EMP0363,Employee_363,24,2000-02-09,Male,emp363@company.com,9841104946,Operations,Coordinator,2019-01-09,53681.0,Active,EMP0043,ABCDE6918F,
EMP0364,Employee_364,24,2000-02-23,Other,emp364@company.com,9853496088,Marketing,Brand Manager,2020-02-06,30230.0,On Leave,EMP0018,ABCDE5314F,
EMP0365,Employee_365,46,1978-09-09,Male,emp365@company.com,9820447168,Sales,Account Manager,2019-03-23,72880.0,Active,EMP0034,ABCDE6653F,
EMP0366,Employee_366,22,2002-03-08,Other,emp366@company.com,9869042204,Marketing,Brand Manager,2021-10-10,90776.0,Active,EMP0018,ABCDE4062F,
EMP0367,Employee_367,29,1995-12-04,Female,emp367@company.com,9854322017,HR,Recruiter,2021-10-01,111652.0,Active,EMP0031,ABCDE3641F,
EMP0368,Employee_368,37,1987-03-05,Male,emp368@company.com,9889503557,Operations,Coordinator,2015-04-02,30655.0,Active,EMP0037,ABCDE3725F,
EMP0369,Employee_369,47,1977-01-24,Female,emp369@company.com,9895580271,Finance,Accountant,2020-10-17,103558.0,Active,EMP0006,ABCDE8723F,
EMP0370,Employee_370,36,1988-10-27,Other,emp370@company.com,9829154498,Legal,Paralegal,2016-11-29,133837.0,Inactive,EMP0043,ABCDE3747F,2025-11-05
EMP0371,Employee_371,26,1998-02-01,Other,emp371@company.com,9827745355,Finance,Auditor,2021-09-09,55122.0,Active,EMP0044,ABCDE3450F,
EMP0372,Employee_372,52,1972-09-17,Male,emp372@company.com,9815239398,Sales,Sales Executive,2016-12-27,143175.0,Inactive,EMP0031,ABCDE9835F,2022-01-03
EMP0373,Employee_373,48,1976-07-08,Female,emp373@company.com,9881110769,Legal,Paralegal,2020-11-08,73546.0,On Leave,EMP0050,ABCDE2600F,
EMP0374,Employee_374,52,1972-05-20,Female,emp374@company.com,9821249805,Marketing,Content Writer,2017-11-08,125382.0,Inactive,EMP0017,ABCDE1116F,2025-03-29
EMP0375,Employee_375,22,2002-07-12,Female,emp375@company.com,9852399610,Sales,Sales Executive,2020-10-29,74155.0,Active,EMP0042,ABCDE5281F,
EMP0376,Employee_376,45,1979-04-14,Other,emp376@company.com,9863345392,Legal,Paralegal,2021-05-01,105200.0,Active,EMP0031,ABCDE8925F,
EMP0377,Employee_377,44,1980-11-04,Female,emp377@company.com,9828531242,Finance,Finance Manager,2021-06-24,126475.0,Active,EMP0045,ABCDE2642F,
EMP0378,Employee_378,43,1981-03-13,Male,emp378@company.com,9816986408,HR,HR Analyst,2023-10-25,129969.0,On Leave,EMP0006,ABCDE8727F,
EMP0379,Employee_379,26,1998-10-02,Female,emp379@company.com,9820742751,Sales,BDM,2015-12-28,59483.0,Active,EMP0040,ABCDE5693F,
EMP0380,Employee_380,33,1991-04-28,Other,emp380@company.com,9811437525,Operations,Operations Analyst,2023-09-04,108924.0,Active,EMP0019,ABCDE9364F,
EMP0381,Employee_381,32,1992-11-01,Male,,9842112480,,Account Manager,2021-11-24,,On Leave,EMP0018,ABCDE6785F,
EMP0382,Employee_382,15,,Female,,,,Coordinator,2019-07-19,,Active,EMP0018,ABCDE4187F,
EMP0383,Employee_383,22,2002-02-18,Female,emp383@company.com,9877946127,Marketing,Brand Manager,2021-06-12,59223.0,Active,EMP0022,ABCDE9409F,
EMP0384,Employee_384,50,1974-06-25,Female,emp384@company.com,9842651583,Finance,Finance Manager,2022-10-14,74424.0,Active,EMP0038,ABCDE8896F,
EMP0385,Employee_385,46,1978-11-23,Female,emp385@company.com,9839579214,Engineering,Tech Lead,2015-10-04,108055.0,Active,EMP0027,ABCDE9462F,
EMP0386,Employee_386,38,1986-11-24,Male,emp386@company.com,9863543563,Sales,Sales Executive,2022-11-10,57539.0,Inactive,EMP0036,ABCDE8807F,2023-10-05
EMP0387,Employee_387,39,1985-08-24,Other,emp387@company.com,9835523849,Finance,Accountant,2021-06-07,48957.0,Active,EMP0016,ABCDE4387F,
EMP0388,Employee_388,44,1980-02-22,Female,emp388@company.com,9826089818,HR,HR Manager,2017-10-19,45446.0,On Leave,EMP0040,,
EMP0389,Employee_389,45,1979-05-16,Other,emp389@company.com,9887110685,Legal,Legal Analyst,2020-05-29,106352.0,Active,EMP0018,ABCDE3101F,
EMP0390,Employee_390,56,1968-11-25,Male,emp390@company.com,9862843790,Engineering,QA Analyst,2020-05-13,29268.0,Active,EMP0045,ABCDE6171F,
EMP0391,Employee_391,35,1989-06-20,Male,emp391@company.com,9853679307,Operations,Operations Analyst,2015-02-18,74732.0,Inactive,EMP0036,ABCDE5413F,2024-08-23
EMP0392,Employee_392,33,1991-12-25,Female,emp392@company.com,9866249702,Sales,Sales Manager,2019-02-07,90374.0,Active,EMP0018,ABCDE3148F,
EMP0393,Employee_393,39,1985-07-07,Other,emp393@company.com,9868011418,Sales,Account Manager,2016-02-14,130393.0,Active,EMP0010,ABCDE1159F,
EMP0394,Employee_394,30,1994-09-24,Female,emp394@company.com,9879391501,HR,HR Analyst,2020-08-08,142082.0,Active,EMP0020,ABCDE1781F,
EMP0395,Employee_395,32,1992-08-27,Female,emp395@company.com,9844130183,Marketing,Marketing Executive,2022-09-29,32869.0,Active,EMP0048,ABCDE6914F,
EMP0396,Employee_396,23,2001-04-19,Other,emp396@company.com,9891279039,Finance,Finance Manager,2018-11-10,78970.0,Active,EMP0035,ABCDE5663F,
EMP0397,Employee_397,54,1970-02-13,Female,emp397@company.com,9869985944,Finance,Finance Manager,2022-07-20,88896.0,Active,EMP0041,ABCDE3745F,
EMP0398,Employee_398,58,1966-02-06,Female,emp398@company.com,9819575640,Operations,Ops Executive,2019-09-24,78054.0,Active,EMP0021,ABCDE5382F,
EMP0399,Employee_399,50,1974-12-19,Female,emp399@company.com,9858743159,Sales,BDM,2018-01-16,127363.0,Active,EMP0027,ABCDE1378F,
EMP0400,Employee_400,38,1986-04-06,Male,emp400@company.com,9820746107,HR,HR Manager,2022-06-04,148265.0,Active,EMP0005,ABCDE8752F,
EMP0401,Employee_401,47,1977-02-09,Male,emp401@company.com,9821173787,Sales,Sales Executive,2015-04-18,93679.0,Active,EMP0042,ABCDE7387F,
EMP0402,Employee_402,40,1984-09-27,Male,emp402@company.com,9827619715,Finance,Accountant,2017-10-10,83085.0,Active,EMP0043,ABCDE6328F,
EMP0403,Employee_403,56,1968-03-23,Other,emp403@company.com,9869706076,Legal,Paralegal,2020-03-28,147533.0,Active,EMP0039,ABCDE8126F,
EMP0404,Employee_404,52,1972-08-10,Female,emp404@company.com,9822019737,Sales,Sales Manager,2018-11-23,95735.0,Active,EMP0010,ABCDE1001F,
EMP0405,Employee_405,40,1984-08-10,Female,emp405@company.com,9876025948,Sales,Account Manager,2018-11-09,86498.0,Active,EMP0019,ABCDE1118F,
EMP0406,Employee_406,48,1976-04-06,Other,emp406@company.com,9862982727,Sales,Sales Manager,2017-02-11,140626.0,Active,EMP0025,ABCDE4614F,
EMP0407,Employee_407,37,1987-12-22,Other,emp407@company.com,9892304487,Finance,Financial Analyst,2019-09-26,92713.0,Active,EMP0048,ABCDE5404F,
EMP0408,Employee_408,33,1991-08-20,Other,emp408@company.com,9895482292,Marketing,Content Writer,2015-10-08,42907.0,Active,EMP0040,ABCDE6253F,
EMP0409,Employee_409,56,1968-05-09,Female,emp409@company.com,9823726915,Engineering,Senior Engineer,2015-07-23,27900.0,Active,EMP0047,,
EMP0410,Employee_410,53,1971-08-12,Male,emp410@company.com,9851819114,Engineering,Senior Engineer,2015-03-02,53467.0,Active,EMP0022,,
EMP0411,Employee_411,39,1985-08-06,Female,emp411@company.com,9882905989,Legal,Compliance Officer,2015-08-18,126666.0,Active,EMP0025,ABCDE2998F,
EMP0412,Employee_412,50,1974-04-15,Male,emp412@company.com,9814497675,Legal,Compliance Officer,2019-04-26,57396.0,Active,EMP0034,ABCDE4415F,
EMP0413,Employee_413,41,1983-12-02,Other,emp413@company.com,9894444996,Marketing,Brand Manager,2022-08-23,147711.0,Active,EMP0034,ABCDE8884F,
EMP0414,Employee_414,45,1979-04-04,Female,not_an_email,9899482259,,Ops Executive,2017-03-24,-141328.0,Active,EMP0021,,
EMP0415,Employee_415,29,1995-01-19,Female,emp415@company.com,9811198544,Legal,Legal Manager,2021-07-22,76879.0,Inactive,EMP0045,ABCDE7084F,2022-07-03
EMP0416,Employee_416,27,1997-01-02,Male,emp416@company.com,9893903841,HR,HR Manager,2020-08-09,114908.0,Active,EMP0045,ABCDE2759F,
EMP0417,Employee_417,42,1982-08-24,Other,emp417@company.com,9856616197,HR,HR Analyst,2017-08-11,98184.0,Active,EMP0025,ABCDE3207F,
EMP0418,Employee_418,50,1974-04-19,Female,emp418@company.com,9875779034,Finance,Financial Analyst,2020-06-10,98272.0,Active,EMP0021,ABCDE5510F,
EMP0419,Employee_419,55,1969-09-12,Other,emp419@company.com,9845346140,Legal,Compliance Officer,2015-10-10,45319.0,Active,EMP0033,ABCDE4039F,
EMP0420,Employee_420,37,1987-09-27,Other,emp420@company.com,9898354109,Engineering,Tech Lead,2023-09-14,67034.0,Active,EMP0044,ABCDE3525F,
EMP0421,Employee_421,48,1976-09-22,Male,emp421@company.com,9822919301,Sales,Sales Manager,2018-08-14,109004.0,Active,EMP0012,ABCDE4310F,
EMP0422,Employee_422,28,1996-11-16,Other,emp422@company.com,9862156850,Engineering,QA Analyst,2017-02-23,29170.0,Active,EMP0038,ABCDE7002F,
EMP0423,Employee_423,35,1989-08-26,Female,emp423@company.com,9820731620,HR,HR Executive,2015-02-23,110950.0,Active,EMP0036,ABCDE7814F,
EMP0424,Employee_424,25,1999-01-24,Female,emp424@company.com,9881003974,Legal,Legal Manager,2023-11-28,132956.0,Active,EMP0005,ABCDE9511F,
EMP0425,Employee_425,36,1988-09-22,Other,emp425@company.com,9835920053,Engineering,Software Engineer,2023-02-18,94685.0,Active,EMP0012,ABCDE7802F,
EMP0426,Employee_426,58,1966-07-04,Male,emp426@company.com,9899287317,Operations,Operations Analyst,2023-08-05,71918.0,Active,EMP0036,ABCDE6529F,
EMP0427,Employee_427,50,1974-09-11,Female,emp427@company.com,9852299387,Operations,Process Manager,2020-12-26,147358.0,Inactive,EMP0049,ABCDE6299F,2025-05-31
EMP0428,Employee_428,57,1967-08-15,Male,emp428@company.com,9858319528,HR,HR Manager,2019-03-17,146391.0,On Leave,EMP0047,,
EMP0429,Employee_429,30,1994-04-07,Male,emp429@company.com,9850310141,Finance,Financial Analyst,2020-10-21,141696.0,Inactive,EMP0050,ABCDE5521F,2025-02-07
EMP0430,Employee_430,24,2000-05-12,Male,emp430@company.com,9828576833,Sales,Account Manager,2016-01-22,85341.0,Inactive,EMP0015,ABCDE5920F,2022-07-08
EMP0431,Employee_431,35,1989-08-06,Other,not_an_email,9853579429,Sales,BDM,2021-05-19,121241.0,Active,EMP0045,ABCDE2562F,
EMP0432,Employee_432,58,1966-06-12,Female,not_an_email,9817505818,Sales,Sales Manager,2015-06-03,75010.0,Inactive,EMP0027,ABCDE2974F,2023-04-10
EMP0433,Employee_433,46,1978-06-18,Female,emp433@company.com,9815527388,Operations,Operations Analyst,2022-02-09,32094.0,Active,EMP0033,ABCDE3509F,
EMP0434,Employee_434,58,1966-05-26,Male,emp434@company.com,9867973424,Engineering,QA Analyst,2019-12-31,91155.0,Active,EMP0022,,
EMP0435,Employee_435,47,1977-07-25,Male,not_an_email,9877353558,Sales,Sales Executive,2021-02-23,59413.0,Active,EMP0031,ABCDE8993F,
EMP0436,Employee_436,55,1969-07-11,Other,emp436@company.com,9845736421,Marketing,Content Writer,2021-04-17,57275.0,Active,EMP0006,ABCDE7776F,
EMP0437,Employee_437,34,1990-01-25,Female,emp437@company.com,9897967622,Marketing,SEO Analyst,2018-11-27,67039.0,Active,EMP0040,ABCDE8245F,
EMP0438,Employee_438,24,2000-11-12,Other,emp438@company.com,9836801295,Sales,Account Manager,2019-12-10,146138.0,Active,EMP0006,ABCDE1893F,
EMP0439,Employee_439,22,2002-05-15,Female,emp439@company.com,9824935479,HR,HR Manager,2018-03-24,69993.0,Active,EMP0014,ABCDE4471F,
EMP0440,Employee_440,52,1972-12-23,Female,emp440@company.com,9828971329,HR,Recruiter,2021-02-25,106663.0,Active,EMP0038,ABCDE9631F,
EMP0441,Employee_441,25,1999-05-02,Male,emp441@company.com,9892941828,Engineering,Tech Lead,2016-11-28,62226.0,Active,EMP0005,ABCDE5445F,
EMP0442,Employee_442,23,2001-07-08,Other,emp442@company.com,9897162488,Operations,Ops Executive,2016-03-17,63337.0,On Leave,EMP0046,,
EMP0443,Employee_443,56,1968-08-18,Male,emp443@company.com,9877196215,Finance,Auditor,2021-09-11,36537.0,On Leave,EMP0003,ABCDE9673F,
EMP0444,Employee_444,47,1977-11-12,Female,emp444@company.com,9856544010,Finance,Finance Manager,2020-06-29,122568.0,Active,EMP0016,ABCDE9212F,
EMP0445,Employee_445,38,1986-09-09,Female,emp445@company.com,9813954845,Finance,Financial Analyst,2022-01-07,140169.0,Active,EMP0026,ABCDE2438F,
EMP0446,Employee_446,36,1988-07-10,Female,emp446@company.com,9830501644,Operations,Coordinator,2020-11-02,79700.0,On Leave,EMP0029,ABCDE4387F,
EMP0447,Employee_447,56,1968-05-23,Other,emp447@company.com,9828536762,Operations,Process Manager,2021-07-07,114659.0,Active,EMP0009,ABCDE3378F,
EMP0448,Employee_448,26,1998-03-11,Male,emp448@company.com,9825889673,Operations,Process Manager,2018-07-24,98051.0,Inactive,EMP0047,,2023-10-15
EMP0449,Employee_449,50,1974-12-09,Male,emp449@company.com,9895476210,Marketing,Brand Manager,2018-05-27,122728.0,Active,EMP0007,ABCDE1429F,
EMP0450,Employee_450,58,1966-04-22,Male,emp450@company.com,9841163012,Legal,Legal Manager,2021-10-16,105263.0,Active,EMP0045,ABCDE3196F,
EMP0451,Employee_451,45,1979-08-05,Male,emp451@company.com,9875960711,Sales,BDM,2022-12-26,49114.0,Active,EMP0003,ABCDE1245F,
EMP0452,Employee_452,34,1990-08-28,Other,emp452@company.com,9833767033,Finance,Auditor,2017-06-30,124323.0,Active,EMP0021,ABCDE5043F,
EMP0453,Employee_453,24,2000-12-11,Other,emp453@company.com,9861052956,Marketing,Brand Manager,2023-09-15,104682.0,Active,EMP0037,ABCDE9605F,
EMP0454,Employee_454,28,1996-04-17,Other,emp454@company.com,9815692967,Operations,Operations Analyst,2020-11-02,84193.0,Active,EMP0003,ABCDE9456F,
EMP0455,Employee_455,40,1984-05-15,Female,emp455@company.com,9850876565,Legal,Legal Analyst,2017-02-16,82613.0,Active,EMP0040,ABCDE9470F,
EMP0456,Employee_456,50,1974-03-25,Other,emp456@company.com,9825189633,HR,HR Analyst,2022-03-31,36854.0,Active,EMP0035,ABCDE7775F,
EMP0457,Employee_457,33,1991-08-03,Other,emp457@company.com,9837102854,Finance,Auditor,2015-04-13,84464.0,Active,EMP0042,ABCDE3686F,
EMP0458,Employee_458,29,1995-02-17,Other,emp458@company.com,9858713437,Operations,Operations Analyst,2016-01-09,117566.0,Active,EMP0033,ABCDE3619F,
EMP0459,Employee_459,32,1992-03-06,Male,emp459@company.com,9898520663,Marketing,Brand Manager,2015-06-29,144570.0,Inactive,EMP0050,ABCDE7874F,2023-09-23
EMP0460,Employee_460,33,1991-01-20,Male,emp460@company.com,9837226295,Finance,Auditor,2018-03-28,40408.0,Inactive,EMP0030,ABCDE9169F,2025-01-18
EMP0461,Employee_461,53,1971-08-15,Male,emp461@company.com,9898512648,Legal,Legal Analyst,2021-10-26,56179.0,Active,EMP0039,ABCDE5009F,
EMP0462,Employee_462,57,1967-03-05,Female,emp462@company.com,9816565770,Sales,Sales Manager,2021-12-13,132494.0,Active,EMP0003,ABCDE1531F,
EMP0463,Employee_463,27,1997-03-22,Other,emp463@company.com,9833924094,Operations,Ops Executive,2018-09-18,31426.0,Active,EMP0045,ABCDE3906F,
EMP0464,Employee_464,27,1997-07-27,Female,emp464@company.com,9859468550,Marketing,SEO Analyst,2015-05-27,125730.0,Active,EMP0036,,
EMP0465,Employee_465,39,1985-04-23,Male,emp465@company.com,9880416822,Marketing,Content Writer,2016-05-14,68150.0,Active,EMP0007,ABCDE9666F,
EMP0466,Employee_466,40,1984-05-17,Other,emp466@company.com,9852478375,Engineering,QA Analyst,2023-02-13,80974.0,Active,EMP0023,ABCDE9132F,
EMP0467,Employee_467,33,1991-04-01,Female,emp467@company.com,9848988647,Sales,BDM,2020-07-10,140823.0,Active,EMP0041,ABCDE4396F,
EMP0468,Employee_468,24,2000-04-01,Other,emp468@company.com,9895564277,Legal,Paralegal,2019-08-23,68750.0,Active,EMP0019,ABCDE2111F,
EMP0469,Employee_469,57,1967-11-11,Other,emp469@company.com,9825278911,Finance,Finance Manager,2020-09-06,67457.0,Active,EMP0037,ABCDE1477F,
EMP0470,Employee_470,43,1981-08-26,Male,emp470@company.com,9874304823,Legal,Compliance Officer,2017-03-05,134291.0,Active,EMP0031,ABCDE8546F,
EMP0471,Employee_471,48,1976-05-19,Female,emp471@company.com,9879937264,Legal,Legal Manager,2020-03-09,146607.0,Active,EMP0036,ABCDE4412F,
EMP0472,Employee_472,44,1980-01-11,Other,emp472@company.com,9847642707,Sales,Sales Manager,2023-12-19,33678.0,On Leave,EMP0035,ABCDE7382F,
EMP0473,Employee_473,41,1983-05-14,Male,emp473@company.com,9814245067,HR,HR Executive,2023-10-10,117440.0,Active,EMP0024,ABCDE5958F,
EMP0474,Employee_474,29,1995-02-15,Female,emp474@company.com,9837125189,HR,Recruiter,2016-12-17,74049.0,Active,EMP0033,ABCDE6572F,
EMP0475,Employee_475,42,1982-09-22,Male,emp475@company.com,9823187101,Marketing,SEO Analyst,2023-09-12,43781.0,On Leave,EMP0047,,
EMP0476,Employee_476,41,1983-02-11,Male,,9889763928,,Marketing Executive,2015-01-17,-147203.0,Active,EMP0007,ABCDE6119F,
EMP0477,Employee_477,35,1989-05-18,Female,emp477@company.com,9848462422,Engineering,Tech Lead,2022-03-01,67058.0,Active,EMP0043,ABCDE3446F,
EMP0478,Employee_478,22,2002-04-18,Female,emp478@company.com,9823740579,HR,Recruiter,2016-04-13,106650.0,Active,EMP0018,ABCDE5641F,
EMP0479,Employee_479,26,1998-09-15,Male,emp479@company.com,9855464764,Sales,Account Manager,2016-12-02,65812.0,Active,EMP0031,ABCDE1826F,
EMP0480,Employee_480,27,1997-10-21,Other,emp480@company.com,9890010054,Engineering,QA Analyst,2015-08-09,80897.0,Inactive,EMP0029,ABCDE6119F,2023-11-12
EMP0481,Employee_481,56,1968-10-05,Other,emp481@company.com,9872504573,Legal,Compliance Officer,2022-12-30,35295.0,Active,EMP0030,,
EMP0482,Employee_482,36,1988-05-12,Other,emp482@company.com,9892804565,Finance,Auditor,2020-04-11,149183.0,Active,EMP0043,ABCDE6320F,
EMP0483,Employee_483,26,1998-08-28,Female,emp483@company.com,9874243595,Marketing,Brand Manager,2015-05-04,87303.0,Active,EMP0039,ABCDE9322F,
EMP0484,Employee_484,28,1996-05-18,Other,emp484@company.com,9819519256,Engineering,QA Analyst,2023-01-04,67712.0,Active,EMP0027,ABCDE4992F,
EMP0485,Employee_485,46,1978-07-26,Other,emp485@company.com,9889318677,Sales,Account Manager,2020-05-29,33658.0,On Leave,EMP0022,ABCDE4869F,
EMP0486,Employee_486,58,1966-10-15,Male,emp486@company.com,9889478790,HR,HR Executive,2023-04-17,134674.0,Active,EMP0029,ABCDE7648F,
EMP0487,Employee_487,46,1978-01-03,Male,emp487@company.com,9898605814,Engineering,Software Engineer,2022-09-08,67914.0,Active,EMP0038,ABCDE1003F,
EMP0488,Employee_488,31,1993-10-19,Male,emp488@company.com,9862342586,Legal,Compliance Officer,2022-05-30,84372.0,Active,EMP0044,ABCDE5910F,
EMP0489,Employee_489,44,1980-09-13,Female,emp489@company.com,9892072899,Sales,Sales Manager,2019-11-16,36703.0,Inactive,EMP0004,ABCDE9992F,2022-04-19
EMP0490,Employee_490,40,1984-12-19,Female,,9867943873,,Tech Lead,2016-03-25,,Active,EMP0046,ABCDE7251F,
EMP0491,Employee_491,33,1991-07-27,Female,emp491@company.com,9884547422,Marketing,Content Writer,2022-06-06,87242.0,On Leave,EMP0010,ABCDE3056F,
EMP0492,Employee_492,23,2001-11-14,Male,emp492@company.com,9875323947,HR,HR Executive,2015-10-21,43873.0,On Leave,EMP0006,ABCDE7813F,
EMP0493,Employee_493,49,1975-07-18,Female,emp493@company.com,9878372512,Legal,Paralegal,2023-11-06,106690.0,Inactive,EMP0023,ABCDE7959F,2025-05-23
EMP0494,Employee_494,37,1987-09-19,Male,emp494@company.com,9865141717,Engineering,QA Analyst,2023-03-13,118340.0,Active,EMP0037,ABCDE7038F,
EMP0495,Employee_495,27,1997-05-15,Other,emp495@company.com,9880653292,Engineering,QA Analyst,2022-09-29,43623.0,Active,EMP0040,,
EMP0496,Employee_496,56,1968-01-11,Male,emp496@company.com,9892280717,Marketing,Marketing Executive,2022-09-02,129608.0,Active,EMP0031,ABCDE8687F,
EMP0497,Employee_497,44,1980-01-23,Other,emp497@company.com,9832482565,Sales,Sales Manager,2019-09-21,129624.0,On Leave,EMP0020,ABCDE5267F,
EMP0498,Employee_498,32,1992-12-20,Female,not_an_email,9849158452,,QA Analyst,2021-06-26,-100085.0,Active,EMP0006,ABCDE2259F,
EMP0499,Employee_499,30,1994-01-24,Male,emp499@company.com,9844488013,Legal,Legal Manager,2017-10-29,105713.0,Active,EMP0038,ABCDE8317F,
EMP0500,Employee_500,37,1987-01-11,Male,emp500@company.com,9880784933,Finance,Accountant,2017-12-06,88559.0,On Leave,EMP0039,ABCDE3525F,
